Date,Revenue
2020-02-01,516140.78
2020-02-01,95255.02
2020-02-01,26954.75
2020-02-01,3691291.74
2020-02-01,1252637.27
2020-02-01,1366535.99
2020-02-01,210787.99
2020-02-01,109393.76
2020-02-01,654574.82
2020-02-01,325841
2020-02-01,88818.37
2020-02-01,84533.13
2020-02-01,19186.84
2020-02-01,4487.9
2020-02-01,1635.46
2020-02-01,221593.65
2020-02-01,47917.37
2020-02-01,89197.05
2020-02-01,8403.76
2020-02-01,5308.46
2020-02-01,65143.63
2020-02-01,146707.27
2020-02-01,38284.97
2020-02-01,21118.11
2020-02-01,14438.91
2020-02-01,1907.1
2020-02-01,97375.22
2020-02-01,37324.11
2020-02-01,41732.22
2020-02-01,8244.95
2020-02-01,2795.38
2020-02-01,21938.96
2020-02-01,203030.69
2020-02-01,71864.7
2020-02-01,26659.01
2020-02-01,23430.62
2020-02-01,7211.35
2020-02-01,114240.57
2020-02-01,36897.01
2020-02-01,50758.8
2020-02-01,15720.24
2020-02-01,1130.93
2020-02-01,41222.73
2020-02-01,96766.96
2020-02-01,23470.98
2020-02-01,22028.91
2020-02-01,7029.06
2020-02-01,2498.77
2020-02-01,3510.64
2020-02-01,55643.04
2020-02-01,18058.84
2020-02-01,15570.07
2020-02-01,5318.91
2020-02-01,8747.23
2020-02-01,13943.15
2020-02-01,61202.77
2020-02-01,12366.45
2020-02-01,30802.06
2020-02-01,48801.98
2020-02-01,10529.48
2020-02-01,7477.03
2020-02-01,3.99
2020-02-01,54242.41
2020-02-01,12135.06
2020-02-01,42097.37
2020-02-01,30246.15
2020-02-01,11861.2
2020-02-01,558455.18
2020-02-01,178277.39
2020-02-01,76171.22
2020-02-01,48118.56
2020-02-01,21188.88
2020-02-01,353131.86
2020-02-01,104241.3
2020-02-01,176427.71
2020-02-01,20168.51
2020-02-01,3708.37
2020-02-01,108969.95
2020-02-01,1424232.23
2020-02-01,368172.29
2020-02-01,360037.59
2020-02-01,142458.13
2020-02-01,46034.82
2020-02-01,5.5
2020-02-01,976191.04
2020-02-01,207130.43
2020-02-01,418647.75
2020-02-01,70213.58
2020-02-01,9636.4
2020-02-01,179679.34
2020-02-01,216613.35
2020-02-01,33580.71
2020-02-01,29559.82
2020-02-01,177262.71
2020-02-01,66041.54
2020-02-01,87358.4
2020-02-01,83856.19
2020-02-01,12359.15
2020-02-01,166.36
2020-02-01,48.65
2020-02-01,71289.39
2020-02-01,49295.89
2020-02-01,21869.18
2020-02-01,11.5
2020-02-01,213064.06
2020-02-01,123676.66
2020-02-01,477105.66
2020-02-01,23.36
2020-02-01,272389.61
2020-02-01,18541358.21
2020-02-01,2485681.62
2020-02-01,795472.12
2020-02-01,6484362.93
2020-02-01,90763
2020-02-01,1321532.63
2020-02-01,1437982.62
2020-02-01,137724.9
2020-02-01,1947590.41
2020-02-01,514790.92
2020-02-01,53056
2020-02-01,24292.3
2020-02-01,160273.21
2020-02-01,17402.02
2020-02-01,56666.32
2020-02-01,11545.99
2020-02-01,57554.01
2020-02-01,253968.16
2020-02-01,28253.65
2020-02-01,12948.27
2020-02-01,62052.29
2020-02-01,212.28
2020-02-01,36089.5
2020-02-01,31633.88
2020-02-01,4540.64
2020-02-01,40930.99
2020-02-01,967046.7
2020-02-01,48852.93
2020-02-01,147598.56
2020-02-01,480225.9
2020-02-01,10498.15
2020-02-01,38789.82
2020-02-01,4152.05
2020-02-01,47236.13
2020-02-01,270307.02
2020-02-01,32584.55
2020-02-01,13093.26
2020-02-01,86275.15
2020-02-01,17602.36
2020-02-01,33224.89
2020-02-01,2909.34
2020-02-01,39857.9
2020-02-01,730691.31
2020-02-01,47335.17
2020-02-01,2871.86
2020-02-01,387740.05
2020-02-01,21624.91
2020-02-01,26663.45
2020-02-01,27219.81
2020-02-01,780532.99
2020-02-01,53243.49
2020-02-01,8193.76
2020-02-01,393459.84
2020-02-01,32.3
2020-02-01,32323.4
2020-02-01,33206.23
2020-02-01,40015.2
2020-02-01,1192463.9
2020-02-01,179084.12
2020-02-01,18376.22
2020-02-01,438602.86
2020-02-01,52437.05
2020-02-01,104697.43
2020-02-01,131382.36
2020-02-01,5624007.88
2020-02-01,967896.76
2020-02-01,257646.21
2020-02-01,1850086.75
2020-02-01,30562.29
2020-02-01,600444.59
2020-02-01,463853.34
2020-02-01,66334.08
2020-02-01,812299.21
2020-02-01,1585884.45
2020-02-01,348685.22
2020-02-01,102927.45
2020-02-01,684011.46
2020-02-01,40074
2020-02-01,70403.19
2020-02-01,132663.34
2020-02-01,132767.75
2020-02-01,892233.33
2020-02-01,186036.82
2020-02-01,56006.18
2020-02-01,380034.26
2020-02-01,33663.12
2020-02-01,66163.44
2020-02-01,95623.15
2020-02-01,643898.59
2020-02-01,27860.67
2020-02-01,258593.32
2020-02-01,1004276.66
2020-02-01,5570.66
2020-02-08,11875361.86
2020-02-08,1350434.13
2020-02-08,740996.09
2020-02-08,609438.04
2020-02-08,1202906.1
2020-02-08,958776.59
2020-02-08,244129.52
2020-02-08,63042.89
2020-02-08,7838270.02
2020-02-08,5942441.85
2020-02-08,1895828.17
2020-02-08,240565.08
2020-02-08,197452.32
2020-02-08,216282.74
2020-02-08,32620.99
2020-02-08,19931.42
2020-02-08,12689.57
2020-02-08,33282.96
2020-02-08,28505.73
2020-02-08,4777.23
2020-02-08,74.92
2020-02-08,138241.01
2020-02-08,121953.27
2020-02-08,16287.74
2020-02-08,5976.76
2020-02-08,11644.87
2020-02-08,116424.72
2020-02-08,11308.16
2020-02-08,6096.09
2020-02-08,5212.07
2020-02-08,24634.69
2020-02-08,21067.4
2020-02-08,3567.29
2020-02-08,78007.87
2020-02-08,62788.82
2020-02-08,15219.05
2020-02-08,2205
2020-02-08,2474
2020-02-08,931645.96
2020-02-08,25441.02
2020-02-08,11713.75
2020-02-08,13727.27
2020-02-08,128141.08
2020-02-08,118647.56
2020-02-08,9493.52
2020-02-08,772295.02
2020-02-08,713224.99
2020-02-08,59070.03
2020-02-08,29626.35
2020-02-08,5768.84
2020-02-08,758733.18
2020-02-08,12588.12
2020-02-08,6438.55
2020-02-08,6149.57
2020-02-08,35428.88
2020-02-08,31749.14
2020-02-08,3679.74
2020-02-08,4527.78
2020-02-08,706163.66
2020-02-08,127745.69
2020-02-08,578417.97
2020-02-08,2158.7
2020-02-08,
2020-02-08,135046
2020-02-08,24968.72
2020-02-08,10547.35
2020-02-08,14421.37
2020-02-08,23712.75
2020-02-08,17892.08
2020-02-08,5820.67
2020-02-08,42.91
2020-02-08,86284.77
2020-02-08,72112.26
2020-02-08,14172.51
2020-02-08,4907.01
2020-02-08,6.99
2020-02-08,207469.24
2020-02-08,54442.83
2020-02-08,26402.37
2020-02-08,28040.46
2020-02-08,34901.2
2020-02-08,24972.96
2020-02-08,9928.24
2020-02-08,118125.21
2020-02-08,98146.46
2020-02-08,19978.75
2020-02-08,8986.55
2020-02-08,643403.16
2020-02-08,103661.72
2020-02-08,52996.85
2020-02-08,50664.87
2020-02-08,64169.17
2020-02-08,45076.33
2020-02-08,19092.84
2020-02-08,8991.76
2020-02-08,450391.59
2020-02-08,393513.68
2020-02-08,56877.91
2020-02-08,26526.38
2020-02-08,1.89
2020-02-08,3958613.94
2020-02-08,608215.53
2020-02-08,360092.23
2020-02-08,248123.3
2020-02-08,351765.49
2020-02-08,272943.43
2020-02-08,78822.06
2020-02-08,22.44
2020-02-08,2667954.83
2020-02-08,2149821.49
2020-02-08,518133.34
2020-02-08,74424.7
2020-02-08,166729.08
2020-02-08,1358084.23
2020-02-08,174275.32
2020-02-08,87655.37
2020-02-08,86619.95
2020-02-08,214429.1
2020-02-08,165205.89
2020-02-08,49223.21
2020-02-08,21587.05
2020-02-08,946998.19
2020-02-08,666130.3
2020-02-08,280867.89
2020-02-08,26882.87
2020-02-08,690346.08
2020-02-08,105467.61
2020-02-08,45553.34
2020-02-08,59914.27
2020-02-08,3753.38
2020-02-08,3436.05
2020-02-08,317.33
2020-02-08,1197.81
2020-02-08,578296.13
2020-02-08,443309.61
2020-02-08,134986.52
2020-02-08,16395.41
2020-02-08,299258.94
2020-02-08,726898.64
2020-02-08,6287442.88
2020-02-08,1432122.8
2020-02-08,1179095.1
2020-02-08,581586.06
2020-02-08,107908.95
2020-02-08,24842.19
2020-02-08,4198858.84
2020-02-08,1437929.34
2020-02-08,1606580.15
2020-02-08,247615.07
2020-02-08,106919.4
2020-02-08,742627.79
2020-02-08,314059.21
2020-02-08,87987.09
2020-02-08,81992.21
2020-02-08,20006.94
2020-02-08,4434.64
2020-02-08,1636.86
2020-02-08,211703.9
2020-02-08,45982.84
2020-02-08,83759.8
2020-02-08,7294.86
2020-02-08,5400.07
2020-02-08,63545.51
2020-02-08,153731.44
2020-02-08,39778.05
2020-02-08,21868.31
2020-02-08,13396.18
2020-02-08,2204.84
2020-02-08,104471.49
2020-02-08,43312.53
2020-02-08,42677.51
2020-02-08,6095.04
2020-02-08,3378.38
2020-02-08,24177.03
2020-02-08,817070.63
2020-02-08,187899.49
2020-02-08,103353.95
2020-02-08,58795.99
2020-02-08,17510.9
2020-02-08,544216.58
2020-02-08,167851.53
2020-02-08,273092.83
2020-02-08,83966.46
2020-02-08,906.37
2020-02-08,111592.6
2020-02-08,134655.34
2020-02-08,30775.23
2020-02-08,27874.24
2020-02-08,14734.9
2020-02-08,4770.02
2020-02-08,3745.47
2020-02-08,84707.85
2020-02-08,30851.27
2020-02-08,25989.83
2020-02-08,5498.23
2020-02-08,9791.92
2020-02-08,11270.31
2020-02-08,52076.97
2020-02-08,10727.44
2020-02-08,26161.86
2020-02-08,41306.5
2020-02-08,9207.79
2020-02-08,5949.13
2020-02-08,0
2020-02-08,60432.76
2020-02-08,14238.69
2020-02-08,46157.11
2020-02-08,32754.46
2020-02-08,13428.63
2020-02-08,617305.8
2020-02-08,187152.72
2020-02-08,87253.15
2020-02-08,46586.31
2020-02-08,19001.08
2020-02-08,405848.26
2020-02-08,126636.53
2020-02-08,195192.28
2020-02-08,17641.44
2020-02-08,3228.96
2020-02-08,121565.33
2020-02-08,1414371.67
2020-02-08,395100.79
2020-02-08,354714.01
2020-02-08,152955.55
2020-02-08,47463.95
2020-02-08,5
2020-02-08,958187.36
2020-02-08,223046.57
2020-02-08,390674.53
2020-02-08,50797.58
2020-02-08,10242.56
2020-02-08,194681.29
2020-02-08,234363.46
2020-02-08,35540.78
2020-02-08,33340.48
2020-02-08,191691.28
2020-02-08,71998.18
2020-02-08,93176.21
2020-02-08,84924.89
2020-02-08,12729.64
2020-02-08,201.72
2020-02-08,52.54
2020-02-08,71953.32
2020-02-08,49954.98
2020-02-08,21873.62
2020-02-08,182603.54
2020-02-08,109697.08
2020-02-08,457910.15
2020-02-08,96.36
2020-02-08,267744.82
2020-02-08,20396502.4
2020-02-08,2746372.72
2020-02-08,681570.25
2020-02-08,7037364.91
2020-02-08,158085.49
2020-02-08,1529101.04
2020-02-08,1624237.37
2020-02-08,133623.35
2020-02-08,2156280.24
2020-02-08,729554.1
2020-02-08,89227.61
2020-02-08,38522.57
2020-02-08,200154.47
2020-02-08,7.98
2020-02-08,29611.45
2020-02-08,79686.04
2020-02-08,16194.99
2020-02-08,80616.2
2020-02-08,241917.52
2020-02-08,28089.21
2020-02-08,12392.76
2020-02-08,67796.53
2020-02-08,85.47
2020-02-08,23254.18
2020-02-08,29273.72
2020-02-08,4085.07
2020-02-08,38096.56
2020-02-08,964954.19
2020-02-08,163976.33
2020-02-08,18647.46
2020-02-08,195635.75
2020-02-08,9597.91
2020-02-08,60090.93
2020-02-08,3794.8
2020-02-08,69039.81
2020-02-08,638934.14
2020-02-08,32273.36
2020-02-08,11421.89
2020-02-08,99520.88
2020-02-08,219950.56
2020-02-08,189637.73
2020-02-08,3226.42
2020-02-08,195852.07
2020-02-08,782787.04
2020-02-08,50507.11
2020-02-08,2687.75
2020-02-08,417677.61
2020-02-08,22805.74
2020-02-08,28392.46
2020-02-08,28857.04
2020-02-08,846275.05
2020-02-08,59008.98
2020-02-08,8614.8
2020-02-08,427337.7
2020-02-08,33.98
2020-02-08,33175.61
2020-02-08,39806.11
2020-02-08,47527.94
2020-02-08,1179952.74
2020-02-08,183822.65
2020-02-08,17667.8
2020-02-08,441422.98
2020-02-08,48323.65
2020-02-08,97143.49
2020-02-08,121994.12
2020-02-08,6092128.25
2020-02-08,1050950.97
2020-02-08,255801.89
2020-02-08,2146073.73
2020-02-08,42543.18
2020-02-08,604060.63
2020-02-08,471139.06
2020-02-08,67029.06
2020-02-08,831224.52
2020-02-08,1831204.48
2020-02-08,364375.03
2020-02-08,110586.07
2020-02-08,836309.8
2020-02-08,94816.41
2020-02-08,67970.68
2020-02-08,141283.86
2020-02-08,141497.86
2020-02-08,959071.32
2020-02-08,192008
2020-02-08,62929.43
2020-02-08,421613.58
2020-02-08,36017.02
2020-02-08,66728.04
2020-02-08,98421.85
2020-02-08,614196.02
2020-02-08,30279.27
2020-02-08,232641.31
2020-02-08,1173363.26
2020-02-08,5825.27
2020-02-15,9883935.43
2020-02-15,1167056.32
2020-02-15,647996.63
2020-02-15,519059.69
2020-02-15,923395.43
2020-02-15,728906.12
2020-02-15,194489.31
2020-02-15,53988.28
2020-02-15,6368989.31
2020-02-15,5013932.87
2020-02-15,1355056.44
2020-02-15,198214.76
2020-02-15,200940.46
2020-02-15,217549.72
2020-02-15,30002.18
2020-02-15,19841.33
2020-02-15,10160.85
2020-02-15,35846.05
2020-02-15,31675.53
2020-02-15,4170.52
2020-02-15,72.25
2020-02-15,141048.97
2020-02-15,126167.68
2020-02-15,14881.29
2020-02-15,5651.94
2020-02-15,10138.38
2020-02-15,110749.94
2020-02-15,12341.7
2020-02-15,7658.46
2020-02-15,4683.24
2020-02-15,28273.52
2020-02-15,25942.78
2020-02-15,2330.74
2020-02-15,67862.73
2020-02-15,62395.75
2020-02-15,5466.98
2020-02-15,1992.96
2020-02-15,2271.99
2020-02-15,308433.74
2020-02-15,21941.76
2020-02-15,11092.74
2020-02-15,10849.02
2020-02-15,28983.56
2020-02-15,24036.16
2020-02-15,4947.4
2020-02-15,251022.81
2020-02-15,229125.12
2020-02-15,21897.69
2020-02-15,9396.21
2020-02-15,6485.61
2020-02-15,133467.44
2020-02-15,13816.6
2020-02-15,5488.8
2020-02-15,8327.8
2020-02-15,20492.76
2020-02-15,18068.85
2020-02-15,2423.91
2020-02-15,4402.33
2020-02-15,94732.99
2020-02-15,52984.79
2020-02-15,41748.2
2020-02-15,1259.52
2020-02-15,
2020-02-15,141749.28
2020-02-15,23601.22
2020-02-15,11819.16
2020-02-15,11782.06
2020-02-15,26177.4
2020-02-15,20717.74
2020-02-15,5459.66
2020-02-15,26.92
2020-02-15,91936.15
2020-02-15,79149.86
2020-02-15,12786.29
2020-02-15,4858.71
2020-02-15,197449.61
2020-02-15,48061.82
2020-02-15,24089.09
2020-02-15,23972.73
2020-02-15,29996.35
2020-02-15,22502.2
2020-02-15,7494.15
2020-02-15,119391.44
2020-02-15,99586.28
2020-02-15,19805.16
2020-02-15,8510.02
2020-02-15,640823.89
2020-02-15,96654.94
2020-02-15,50876.13
2020-02-15,45778.81
2020-02-15,62664.13
2020-02-15,45475.23
2020-02-15,17188.9
2020-02-15,10131.81
2020-02-15,458555.56
2020-02-15,403374.76
2020-02-15,55180.8
2020-02-15,25569.8
2020-02-15,3902085.13
2020-02-15,541876.86
2020-02-15,327725.29
2020-02-15,214151.57
2020-02-15,330907.36
2020-02-15,261586.59
2020-02-15,69320.77
2020-02-15,41.03
2020-02-15,2697317.08
2020-02-15,2208842.87
2020-02-15,488474.21
2020-02-15,68372.31
2020-02-15,172352.2
2020-02-15,1365490.9
2020-02-15,140207.59
2020-02-15,69729.09
2020-02-15,70478.5
2020-02-15,141287.85
2020-02-15,105560.57
2020-02-15,35727.28
2020-02-15,13245.36
2020-02-15,1070492.68
2020-02-15,563202.9
2020-02-15,507289.78
2020-02-15,24536.02
2020-02-15,486211.72
2020-02-15,88695.81
2020-02-15,35568.95
2020-02-15,53126.86
2020-02-15,2756.75
2020-02-15,2611.24
2020-02-15,145.51
2020-02-15,974.83
2020-02-15,392479.03
2020-02-15,321547.19
2020-02-15,70931.84
2020-02-15,14227.67
2020-02-15,274513.89
2020-02-15,710155.93
2020-02-15,5476613.85
2020-02-15,1290731.84
2020-02-15,1046127.73
2020-02-15,531433.92
2020-02-15,93797.58
2020-02-15,25501.34
2020-02-15,3614432.89
2020-02-15,1255666.48
2020-02-15,1331894.33
2020-02-15,182002.03
2020-02-15,108222.14
2020-02-15,665500.34
2020-02-15,309100.16
2020-02-15,89620.42
2020-02-15,79208.03
2020-02-15,24780.48
2020-02-15,4282
2020-02-15,1519.9
2020-02-15,206477.91
2020-02-15,44647.57
2020-02-15,82648.07
2020-02-15,7264.41
2020-02-15,4186.28
2020-02-15,60557.94
2020-02-15,129602.55
2020-02-15,39492
2020-02-15,17413.78
2020-02-15,13832.34
2020-02-15,2197.44
2020-02-15,80571.38
2020-02-15,32112.24
2020-02-15,33067.41
2020-02-15,7517.12
2020-02-15,2022.05
2020-02-15,23462.22
2020-02-15,218551.77
2020-02-15,74659.56
2020-02-15,32097.53
2020-02-15,24224.84
2020-02-15,7075.57
2020-02-15,125498.51
2020-02-15,39306.01
2020-02-15,54110.35
2020-02-15,17683.35
2020-02-15,694.97
2020-02-15,43359.15
2020-02-15,118709.5
2020-02-15,29373.1
2020-02-15,24396.06
2020-02-15,13349.73
2020-02-15,4271.09
2020-02-15,3810.16
2020-02-15,70017.91
2020-02-15,25007.9
2020-02-15,20613.95
2020-02-15,4318.59
2020-02-15,11095.93
2020-02-15,11752.28
2020-02-15,59878.91
2020-02-15,12677.35
2020-02-15,27749.28
2020-02-15,47065.65
2020-02-15,11598.44
2020-02-15,7730.71
2020-02-15,5.99
2020-02-15,56962.63
2020-02-15,12812.43
2020-02-15,44147.09
2020-02-15,31173.97
2020-02-15,12976.23
2020-02-15,534287.6
2020-02-15,178249.66
2020-02-15,71784.32
2020-02-15,45977.76
2020-02-15,20944.34
2020-02-15,332236.13
2020-02-15,105445.29
2020-02-15,158281.78
2020-02-15,17313.43
2020-02-15,3260.27
2020-02-15,111327.56
2020-02-15,1463051.56
2020-02-15,383616.12
2020-02-15,339233.97
2020-02-15,147985
2020-02-15,43675.31
2020-02-15,15
2020-02-15,1021766.97
2020-02-15,260428.68
2020-02-15,430047.2
2020-02-15,49678.61
2020-02-15,7954.89
2020-02-15,191955.81
2020-02-15,213253.65
2020-02-15,32830.7
2020-02-15,35082.55
2020-02-15,174859.37
2020-02-15,61526.25
2020-02-15,83667.89
2020-02-15,80358
2020-02-15,12241.44
2020-02-15,225.24
2020-02-15,47.35
2020-02-15,67930.76
2020-02-15,47799.46
2020-02-15,19968.78
2020-02-15,0
2020-02-15,125430.35
2020-02-15,75036.25
2020-02-15,452653.64
2020-02-15,3.91
2020-02-15,259296.24
2020-02-15,18812963.14
2020-02-15,2560134.53
2020-02-15,684653.12
2020-02-15,6295598.03
2020-02-15,82655.12
2020-02-15,1150743.56
2020-02-15,1586934.63
2020-02-15,169932.05
2020-02-15,2110334.04
2020-02-15,1193017.73
2020-02-15,169161.19
2020-02-15,60044.05
2020-02-15,181268.36
2020-02-15,22895.18
2020-02-15,186876.5
2020-02-15,30363.28
2020-02-15,187786.95
2020-02-15,548586.96
2020-02-15,61878.62
2020-02-15,28835.69
2020-02-15,84849.81
2020-02-15,23.82
2020-02-15,29478.62
2020-02-15,105016.74
2020-02-15,30615.25
2020-02-15,127779.18
2020-02-15,554049.95
2020-02-15,45588.61
2020-02-15,17757.66
2020-02-15,218816.87
2020-02-15,43054.87
2020-02-15,37976.25
2020-02-15,4314.09
2020-02-15,46473.71
2020-02-15,440407.57
2020-02-15,43514.49
2020-02-15,18264.88
2020-02-15,125482.57
2020-02-15,15006.38
2020-02-15,55281.7
2020-02-15,6524.3
2020-02-15,61334.38
2020-02-15,685009.56
2020-02-15,49205.24
2020-02-15,2684.68
2020-02-15,346924.27
2020-02-15,17784.92
2020-02-15,25770.41
2020-02-15,26244.33
2020-02-15,1051767.71
2020-02-15,94622.97
2020-02-15,23720.1
2020-02-15,455502.32
2020-02-15,50.51
2020-02-15,20603.7
2020-02-15,46113.92
2020-02-15,53188.74
2020-02-15,1085903.97
2020-02-15,181895.62
2020-02-15,16272.43
2020-02-15,379417.33
2020-02-15,44019.11
2020-02-15,95489.91
2020-02-15,118867.04
2020-02-15,5537643.07
2020-02-15,959174.07
2020-02-15,229508.65
2020-02-15,1915691.23
2020-02-15,33359.07
2020-02-15,534242.59
2020-02-15,455302.08
2020-02-15,62289.49
2020-02-15,804667.01
2020-02-15,1491566.41
2020-02-15,309436.8
2020-02-15,95096.36
2020-02-15,692804.24
2020-02-15,29271.45
2020-02-15,56959.73
2020-02-15,115747.43
2020-02-15,115843.11
2020-02-15,803269.04
2020-02-15,168489.91
2020-02-15,54941.05
2020-02-15,333515.31
2020-02-15,29202.97
2020-02-15,57962.71
2020-02-15,85997.35
2020-02-15,432625.18
2020-02-15,8.99
2020-02-15,26592.38
2020-02-15,140203.55
2020-02-15,1069101.58
2020-02-15,4741.4
2020-02-22,9394276.26
2020-02-22,1179657.27
2020-02-22,657128.7
2020-02-22,522528.57
2020-02-22,859034.58
2020-02-22,671089.26
2020-02-22,187945.32
2020-02-22,59272.55
2020-02-22,5886073.01
2020-02-22,4880057.37
2020-02-22,1006015.65
2020-02-22,200633.89
2020-02-22,193060.83
2020-02-22,199182.87
2020-02-22,28238.76
2020-02-22,17893.13
2020-02-22,10345.63
2020-02-22,30754.49
2020-02-22,26765.65
2020-02-22,3988.84
2020-02-22,52.63
2020-02-22,129281.61
2020-02-22,115309.78
2020-02-22,13971.83
2020-02-22,5151.76
2020-02-22,10428.85
2020-02-22,83231.92
2020-02-22,8854.23
2020-02-22,5318.84
2020-02-22,3535.39
2020-02-22,15715.77
2020-02-22,12922.24
2020-02-22,2793.53
2020-02-22,56356.99
2020-02-22,51159.83
2020-02-22,5197.16
2020-02-22,1937.49
2020-02-22,2304.93
2020-02-22,319641.03
2020-02-22,20231.8
2020-02-22,11823.12
2020-02-22,8408.68
2020-02-22,34190.78
2020-02-22,30478.14
2020-02-22,3712.64
2020-02-22,258651.24
2020-02-22,241602.49
2020-02-22,17048.75
2020-02-22,9476.71
2020-02-22,6567.21
2020-02-22,93493.16
2020-02-22,12384.72
2020-02-22,5205.86
2020-02-22,7178.86
2020-02-22,12272.84
2020-02-22,9878.31
2020-02-22,2394.53
2020-02-22,3994.4
2020-02-22,64772.29
2020-02-22,53421.95
2020-02-22,11350.34
2020-02-22,1435.36
2020-02-22,
2020-02-22,134857.51
2020-02-22,23564.87
2020-02-22,11424.74
2020-02-22,12140.13
2020-02-22,25539.52
2020-02-22,20654.2
2020-02-22,4885.32
2020-02-22,40.98
2020-02-22,85663.6
2020-02-22,73489.65
2020-02-22,12173.95
2020-02-22,4629.48
2020-02-22,187132.92
2020-02-22,47619.35
2020-02-22,23472.9
2020-02-22,24146.45
2020-02-22,30774.77
2020-02-22,22602.41
2020-02-22,8172.36
2020-02-22,108731.81
2020-02-22,90680.09
2020-02-22,18051.72
2020-02-22,8142.6
2020-02-22,672916.01
2020-02-22,101477.89
2020-02-22,52167.1
2020-02-22,49310.79
2020-02-22,65419.12
2020-02-22,46294.43
2020-02-22,19124.69
2020-02-22,17573.3
2020-02-22,475564.79
2020-02-22,417572.83
2020-02-22,57991.96
2020-02-22,26590.33
2020-02-22,3783011.42
2020-02-22,541739.01
2020-02-22,327089.23
2020-02-22,214649.78
2020-02-22,321888.3
2020-02-22,252454.39
2020-02-22,69433.91
2020-02-22,20.31
2020-02-22,2594054.24
2020-02-22,2120365.1
2020-02-22,473689.14
2020-02-22,68714.39
2020-02-22,162961.87
2020-02-22,1102345.99
2020-02-22,168676.04
2020-02-22,81151.49
2020-02-22,87524.55
2020-02-22,119879.44
2020-02-22,84203.5
2020-02-22,35675.94
2020-02-22,11685.49
2020-02-22,801919.7
2020-02-22,582268
2020-02-22,219651.7
2020-02-22,26668.75
2020-02-22,435802.36
2020-02-22,74894.13
2020-02-22,35128.06
2020-02-22,39766.07
2020-02-22,2413.39
2020-02-22,2205.67
2020-02-22,207.72
2020-02-22,931.08
2020-02-22,356439.64
2020-02-22,287048.35
2020-02-22,69391.29
2020-02-22,14205.02
2020-02-22,283137.49
2020-02-22,747906.08
2020-02-22,5737944.25
2020-02-22,1326518.64
2020-02-22,1080430
2020-02-22,528324.78
2020-02-22,95658.42
2020-02-22,26618.14
2020-02-22,3786834.86
2020-02-22,1301225.76
2020-02-22,1419856.17
2020-02-22,197452.75
2020-02-22,115002.89
2020-02-22,702535.43
2020-02-22,315367.64
2020-02-22,94430.85
2020-02-22,78286.49
2020-02-22,21855.47
2020-02-22,4363.69
2020-02-22,1523.38
2020-02-22,208202.05
2020-02-22,49174.17
2020-02-22,80745.88
2020-02-22,6576.52
2020-02-22,4630.35
2020-02-22,68211.69
2020-02-22,165811.24
2020-02-22,47899.78
2020-02-22,24847.74
2020-02-22,16217.05
2020-02-22,2827
2020-02-22,110431.3
2020-02-22,34060.63
2020-02-22,51845.51
2020-02-22,7157.58
2020-02-22,322.58
2020-02-22,28855.73
2020-02-22,202652.57
2020-02-22,71679.68
2020-02-22,29211.03
2020-02-22,23800.3
2020-02-22,7287.83
2020-02-22,113479.92
2020-02-22,32823.87
2020-02-22,51508.87
2020-02-22,16961.87
2020-02-22,467.25
2020-02-22,40591.55
2020-02-22,94260.05
2020-02-22,23054.18
2020-02-22,20606.69
2020-02-22,7245.51
2020-02-22,2815.85
2020-02-22,3581.58
2020-02-22,49754.23
2020-02-22,15938.7
2020-02-22,13268.26
2020-02-22,4642.19
2020-02-22,13158.43
2020-02-22,12992.82
2020-02-22,58712.9
2020-02-22,12789.97
2020-02-22,27452.4
2020-02-22,45838.76
2020-02-22,11357.72
2020-02-22,7028.64
2020-02-22,3.99
2020-02-22,54425.5
2020-02-22,13008.88
2020-02-22,41398.64
2020-02-22,28417.34
2020-02-22,12999.28
2020-02-22,603928.51
2020-02-22,199109.62
2020-02-22,75090.01
2020-02-22,42389.58
2020-02-22,21665.7
2020-02-22,376153.14
2020-02-22,121575.36
2020-02-22,183117.01
2020-02-22,20224.98
2020-02-22,3608.56
2020-02-22,135054.34
2020-02-22,1531669.8
2020-02-22,377913.47
2020-02-22,350023.69
2020-02-22,144539.94
2020-02-22,44506.86
2020-02-22,2.5
2020-02-22,1090917.33
2020-02-22,265251.09
2020-02-22,480416.74
2020-02-22,58033.49
2020-02-22,4775.16
2020-02-22,188866.67
2020-02-22,235477.98
2020-02-22,38691.36
2020-02-22,37142.33
2020-02-22,191663.46
2020-02-22,59580.5
2020-02-22,99968.08
2020-02-22,76353.38
2020-02-22,12261.87
2020-02-22,191.32
2020-02-22,66.87
2020-02-22,63889.96
2020-02-22,45752.53
2020-02-22,17984.11
2020-02-22,5.75
2020-02-22,183540.81
2020-02-22,112810.57
2020-02-22,473218.15
2020-02-22,0
2020-02-22,271194.76
2020-02-22,17447759.21
2020-02-22,2511399.13
2020-02-22,667062.17
2020-02-22,5548919.72
2020-02-22,76232.94
2020-02-22,1006609.68
2020-02-22,1639527.76
2020-02-22,167993.67
2020-02-22,2181657.42
2020-02-22,761086.98
2020-02-22,104463.76
2020-02-22,40680.87
2020-02-22,158127.22
2020-02-22,22449.99
2020-02-22,102249.29
2020-02-22,18709.25
2020-02-22,103225.52
2020-02-22,281153.04
2020-02-22,32615.2
2020-02-22,13215.28
2020-02-22,73700.84
2020-02-22,24.36
2020-02-22,32107.96
2020-02-22,46652.85
2020-02-22,6050.59
2020-02-22,56318.87
2020-02-22,600641.83
2020-02-22,42476.28
